City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,Sao Marcos,BR,-28.9711,-51.0681,66.72,98,32,3.94,scattered clouds
1,Oxapampa,PE,-10.5775,-75.4017,59.67,98,97,2.55,overcast clouds
2,Chlorakas,CY,34.8042,32.4083,54.48,67,82,9.22,broken clouds
3,Grindavik,IS,63.8424,-22.4338,41.47,93,75,3.44,broken clouds
4,Clyde River,CA,70.4692,-68.5914,-1.97,84,40,10.36,light snow
5,La Palma,US,33.8464,-118.0467,83.97,55,20,8.05,few clouds
6,Marondera,ZW,-18.1853,31.5519,55.76,94,93,9.64,overcast clouds
7,Cayenne,GF,4.9333,-52.3333,82.09,1,40,2.3,scattered clouds
8,Cape Town,ZA,-33.9258,18.4232,59.92,74,0,10.0,clear sky
9,Bredasdorp,ZA,-34.5322,20.0403,53.24,83,0,3.44,clear sky
10,Ushuaia,AR,-54.8,-68.3,38.86,81,75,16.11,broken clouds
11,Turukhansk,RU,65.8167,87.9833,25.07,82,59,5.21,broken clouds
12,Jizan,SA,17.3333,42.6667,83.79,49,0,3.02,clear sky
13,Virginia Beach,US,36.8529,-75.978,63.01,85,100,1.99,overcast clouds
14,Ancud,CL,-41.8697,-73.8203,45.77,73,100,12.33,light rain
15,Qaqortoq,GL,60.7167,-46.0333,36.48,86,100,3.44,overcast clouds
16,Torbay,CA,47.6666,-52.7314,35.76,95,100,10.0,fog
17,Kemijarvi,FI,66.7131,27.4306,20.16,69,1,4.99,clear sky
18,Hatillo,PR,18.4863,-66.8254,77.79,76,14,8.01,few clouds
19,Coquimbo,CL,-29.9533,-71.3436,61.81,76,2,0.4,clear sky
20,Touros,BR,-5.1989,-35.4608,77.09,85,8,11.63,clear sky
21,Hermanus,ZA,-34.4187,19.2345,50.81,81,0,9.91,clear sky
22,Olafsvik,IS,64.8945,-23.7142,42.31,78,91,3.65,overcast clouds
23,Dikson,RU,73.5069,80.5464,9.19,94,88,8.88,overcast clouds
24,Georgetown,MY,5.4112,100.3354,84.13,79,20,4.61,few clouds
25,Bajina Basta,RS,43.9708,19.5675,51.19,90,9,2.15,clear sky
26,Korla,CN,41.7597,86.1469,55.27,47,0,15.68,clear sky
27,Tasiilaq,GL,65.6145,-37.6368,30.36,92,78,4.09,broken clouds
28,East London,ZA,-33.0153,27.9116,61.79,76,83,10.69,light rain
29,Hualmay,PE,-11.0964,-77.6139,67.69,86,94,8.68,overcast clouds
30,Nizwa,OM,22.9333,57.5333,80.49,35,100,1.79,overcast clouds
31,Jamestown,US,42.097,-79.2353,42.39,59,100,17.27,overcast clouds
32,Quatre Cocos,MU,-20.2078,57.7625,73.51,81,37,8.5,light rain
33,Paita,PE,-5.0892,-81.1144,68.45,83,40,14.99,scattered clouds
34,Kvarkeno,RU,52.0833,59.725,50.77,59,99,7.83,overcast clouds
35,Narsaq,GL,60.9167,-46.05,39.42,88,100,2.84,overcast clouds
36,Chuy,UY,-33.6971,-53.4616,69.03,87,100,14.88,overcast clouds
37,Buturlino,RU,55.5667,44.8974,50.79,97,77,5.82,broken clouds
38,Leme,BR,-22.1856,-47.3903,67.59,72,5,2.51,clear sky
39,Havelock,US,34.8791,-76.9013,69.93,88,85,3.0,overcast clouds
40,Bubaque,GW,11.2833,-15.8333,78.31,74,6,7.72,clear sky
41,Swakopmund,NA,-22.6833,14.5333,59.99,87,5,1.99,clear sky
42,Port Alfred,ZA,-33.5906,26.891,56.17,90,40,7.09,scattered clouds
43,Hithadhoo,MV,-0.6,73.0833,84.49,72,100,6.31,overcast clouds
44,Gat,IL,31.61,34.7642,72.39,76,82,3.47,broken clouds
45,Cidreira,BR,-30.1811,-50.2056,71.24,92,13,13.67,few clouds
46,Envira,BR,-7.3,-70.2167,73.24,97,100,2.17,moderate rain
47,Jalu,LY,29.0331,21.5482,76.24,19,99,15.28,overcast clouds
48,Sao Filipe,CV,14.8961,-24.4956,73.74,71,7,16.49,clear sky
49,Plouzane,FR,48.3833,-4.6167,48.52,87,0,11.5,clear sky
50,Kutum,SD,14.2,24.6667,77.83,24,78,7.9,broken clouds
51,Gamba,GA,-2.65,10.0,77.56,91,100,4.61,light rain
52,Punta Arenas,CL,-53.15,-70.9167,37.51,70,40,5.75,scattered clouds
53,Segarcea Vale,RO,43.8167,24.8,52.48,74,5,1.5,clear sky
54,Mola Di Bari,IT,41.0609,17.0873,57.31,65,0,5.23,clear sky
55,Busselton,AU,-33.65,115.3333,60.24,77,12,7.47,few clouds
56,Parabel,RU,58.6978,81.4825,36.95,95,100,6.6,overcast clouds
57,Port Elizabeth,ZA,-33.918,25.5701,52.11,88,50,7.0,light rain
58,Skegness,GB,53.1436,0.3363,47.57,78,40,11.63,scattered clouds
59,Qaanaaq,GL,77.484,-69.3632,12.09,67,81,7.56,broken clouds
60,Ribeira Grande,PT,38.5167,-28.7,63.21,94,89,24.34,overcast clouds
61,Campo Verde,BR,-20.4167,-54.0667,74.32,76,80,6.64,broken clouds
62,Nanortalik,GL,60.1432,-45.2371,36.91,82,100,10.2,overcast clouds
63,Santa Lucia,ES,27.9117,-15.5407,56.77,72,40,16.11,scattered clouds
64,Saldanha,ZA,-33.0117,17.9442,56.25,81,0,11.52,clear sky
65,Laguna,US,38.421,-121.4238,79.45,40,0,12.66,clear sky
66,Zaozerne,UA,45.1582,33.2787,52.81,74,11,7.09,few clouds
67,Caravelas,BR,-17.7125,-39.2481,75.02,83,0,5.21,clear sky
68,Arraial Do Cabo,BR,-22.9661,-42.0278,76.26,90,1,15.28,clear sky
69,Marrakesh,MA,31.6315,-8.0083,62.67,55,40,5.75,scattered clouds
70,Key West,US,24.5557,-81.7826,80.6,69,0,9.22,clear sky
71,Hobyo,SO,5.3505,48.5268,82.74,69,95,8.12,overcast clouds
72,Constitucion,CL,-35.3333,-72.4167,50.22,87,6,5.53,clear sky
73,Bathsheba,BB,13.2167,-59.5167,77.61,88,40,4.61,scattered clouds
74,Progreso,MX,21.2833,-89.6667,82.51,79,4,15.64,clear sky
75,Bambous Virieux,MU,-20.3428,57.7575,73.65,88,20,9.22,light rain
76,Saint George,US,37.1041,-113.5841,83.62,6,0,5.75,clear sky
77,Marawi,PH,7.9986,124.2928,78.12,76,100,1.95,overcast clouds
78,Asosa,ET,10.0667,34.5333,69.1,42,100,2.13,overcast clouds
79,Nouakchott,MR,18.0858,-15.9785,69.73,63,0,19.24,clear sky
80,Khorixas,NA,-20.3667,14.9667,70.63,36,5,4.85,clear sky
81,Upernavik,GL,72.7868,-56.1549,24.42,77,100,4.47,overcast clouds
82,Charlestown,AU,-32.95,151.6667,71.38,87,100,3.91,moderate rain
83,Muros,ES,42.7762,-9.0603,51.84,95,7,6.06,clear sky
84,Boende,CD,-0.2167,20.8667,69.55,99,100,0.76,overcast clouds
85,Santiago Del Estero,AR,-27.7951,-64.2615,80.33,62,100,5.21,overcast clouds
86,Sao Sebastiao,BR,-23.76,-45.4097,72.55,91,9,5.48,clear sky
87,Margate,GB,51.3813,1.3862,47.88,75,76,5.99,broken clouds
88,Berlevag,NO,70.8578,29.0864,17.4,71,100,31.07,light snow
89,Harper,LR,4.375,-7.7169,79.2,85,100,6.02,light rain
90,Havoysund,NO,70.9963,24.6622,21.43,78,100,25.95,light snow
91,Lagoa,PT,39.05,-27.9833,61.54,92,92,24.05,overcast clouds
92,Tutoia,BR,-2.7619,-42.2744,77.11,87,100,8.3,overcast clouds
93,Pucallpa,PE,-8.3791,-74.5539,80.64,94,40,2.3,scattered clouds
94,Dingle,PH,10.9995,122.6711,84.11,74,100,10.94,overcast clouds
95,Tonj,SS,7.2737,28.6822,79.14,49,19,5.99,few clouds
96,Mitsamiouli,KM,-11.3847,43.2844,80.35,78,85,3.38,overcast clouds
97,Plettenberg Bay,ZA,-34.0527,23.3716,55.51,80,0,3.42,clear sky
98,Sao Felix Do Xingu,BR,-6.6447,-51.995,72.21,89,53,2.13,broken clouds
99,Viransehir,TR,37.2353,39.7631,56.73,83,27,4.43,light rain
100,Geraldton,AU,-28.7667,114.6,68.41,73,40,17.27,light rain
101,Zvishavane,ZW,-20.3267,30.0665,61.75,90,100,7.07,overcast clouds
102,Richards Bay,ZA,-28.783,32.0377,63.99,70,29,11.18,scattered clouds
103,Cheremukhovo,RU,60.3484,59.9851,47.66,95,100,4.03,overcast clouds
104,Luderitz,NA,-26.6481,15.1594,63.95,47,0,9.35,clear sky
105,Aripuana,BR,-9.1667,-60.6333,79.63,72,100,0.96,overcast clouds
106,Tlmace,SK,48.2893,18.5315,54.36,79,100,4.52,overcast clouds
107,Ilulissat,GL,69.2167,-51.1,37.42,75,100,12.66,light intensity drizzle
108,Gidole,ET,5.65,37.3667,55.67,88,91,2.44,light rain
109,Oriximina,BR,-1.7656,-55.8661,75.43,94,100,1.25,overcast clouds
110,Ensley,US,30.5188,-87.2728,69.69,83,75,11.5,broken clouds
111,Ratnapura,LK,6.6828,80.3992,77.36,94,95,1.97,overcast clouds
112,Ornskoldsvik,SE,63.2909,18.7153,27.55,63,98,4.61,overcast clouds
113,San Felipe,VE,10.3399,-68.7425,73.02,96,100,3.13,overcast clouds
114,Mogadishu,SO,2.0371,45.3438,82.74,73,100,6.89,light rain
115,Semey,KZ,50.4111,80.2275,46.62,46,0,11.18,clear sky
116,Viedma,AR,-40.8135,-62.9967,61.25,31,100,15.68,overcast clouds
117,Castro,BR,-24.7911,-50.0119,62.78,92,88,4.09,overcast clouds
118,Rafaela,AR,-31.2503,-61.4867,77.99,67,100,4.0,overcast clouds
119,Trollhattan,SE,58.2333,12.4167,40.39,75,19,9.22,few clouds
120,Sosua,DO,19.7667,-70.5167,75.18,77,14,8.88,few clouds
121,Coihaique,CL,-45.5752,-72.0662,34.41,86,20,5.75,few clouds
122,La Asuncion,VE,11.0333,-63.8628,77.22,88,94,10.11,overcast clouds
123,Amapa,BR,1.0,-52.0,72.1,99,100,1.61,light rain
124,Miraflores,MX,19.2167,-98.8083,66.02,57,100,3.47,overcast clouds
125,Garoua,CM,9.3,13.4,84.34,57,100,3.02,overcast clouds
126,At-Bashi,KG,41.1702,75.8106,44.28,70,100,2.3,overcast clouds
127,Ostrovnoy,RU,68.0531,39.5131,15.55,78,27,25.37,scattered clouds
128,Porbandar,IN,21.6422,69.6093,79.77,78,0,8.1,clear sky
129,Gewane,ET,10.1664,40.6453,78.35,59,58,5.68,light rain
130,Riyadh,SA,24.6877,46.7219,73.54,42,0,7.45,clear sky
131,Krasnoselkup,RU,65.7,82.4667,22.01,89,100,11.61,overcast clouds
132,Ngorongoro,TZ,-3.2397,35.4875,53.29,97,100,4.92,light rain
133,Nizhniy Odes,RU,63.6445,54.856,34.3,92,100,9.01,overcast clouds
134,Staryy Krym,UA,45.0333,35.1,51.04,66,8,7.02,clear sky
135,Nioro,GM,13.35,-15.75,80.28,33,33,11.54,scattered clouds
136,Arona,ES,28.0996,-16.681,57.72,64,40,11.5,scattered clouds
137,Kavaratti,IN,10.5669,72.642,85.01,72,6,5.48,clear sky
138,Hambantota,LK,6.1241,81.1185,81.07,80,65,1.5,broken clouds
139,Cuenca,EC,-2.8833,-78.9833,54.09,92,24,1.34,few clouds
140,Mpulungu,ZM,-8.7623,31.1141,72.61,82,100,6.91,light rain
141,Shakawe,BW,-18.3667,21.85,71.64,40,100,2.24,overcast clouds
142,Taoudenni,ML,22.6783,-3.9836,75.9,25,0,10.92,clear sky
143,Kovur,IN,14.4833,79.9833,79.84,75,48,11.03,scattered clouds
144,Sergeyevka,KZ,53.88,67.4158,49.73,74,100,7.27,overcast clouds
145,Salalah,OM,17.0151,54.0924,80.69,74,20,0.0,few clouds
146,Lebu,CL,-37.6167,-73.65,49.69,83,55,10.4,broken clouds
147,Mindelo,CV,16.8901,-24.9804,71.15,64,40,25.32,scattered clouds
148,Mecca,SA,21.4267,39.8261,80.11,56,0,4.38,clear sky
149,Ambositra,MG,-20.5167,47.25,59.02,99,100,5.35,overcast clouds
150,Alcanena,PT,39.459,-8.6689,55.63,99,4,2.15,clear sky
151,Seminole,US,28.7086,-81.2081,79.21,75,0,9.22,clear sky
152,Husavik,IS,66.0449,-17.3389,37.26,99,100,7.09,overcast clouds
153,Mahebourg,MU,-20.4081,57.7,73.69,88,20,9.22,few clouds
154,Vallenar,CL,-28.5708,-70.7581,59.65,72,0,1.07,clear sky
155,Xuddur,SO,4.1213,43.8894,74.43,77,85,2.1,overcast clouds
156,Pocone,BR,-16.2567,-56.6228,78.85,60,6,4.45,clear sky
157,Beinamar,TD,8.6698,15.3813,81.59,55,24,5.57,few clouds
158,Pangody,RU,65.85,74.4859,29.34,95,100,23.6,light snow
159,Saint-Philippe,RE,-21.3585,55.7679,72.99,83,46,6.62,light rain
160,Sabha,LY,27.0377,14.4283,79.07,10,100,13.89,overcast clouds
161,Kolchugino,RU,56.3,39.3833,43.66,90,100,4.79,overcast clouds
162,Heiligenhafen,DE,54.3667,10.9833,42.06,89,4,5.88,clear sky
163,Panaba,MX,21.2833,-88.2667,74.82,85,14,10.49,few clouds
164,Morondava,MG,-20.2833,44.2833,76.93,84,79,8.75,light rain
165,Ardesen,TR,41.1911,40.9875,57.88,67,11,3.76,few clouds
166,Benjamin Aceval,PY,-24.9667,-57.5667,86.14,57,0,7.07,clear sky
167,Grand Baie,MU,-20.0182,57.5802,73.87,80,15,5.01,few clouds
168,Nuuk,GL,64.1835,-51.7216,38.01,81,75,38.01,light snow
169,Moose Factory,CA,51.2585,-80.6094,20.5,82,100,12.86,overcast clouds
170,Maroua,CM,10.591,14.3159,89.47,35,99,3.67,overcast clouds
171,Prado,BR,-17.3411,-39.2208,75.63,81,0,6.4,clear sky
172,Hamilton,US,39.1834,-84.5333,51.24,59,0,9.22,clear sky
173,Jardim,BR,-21.4803,-56.1381,81.66,50,42,6.85,scattered clouds
174,Thompson,CA,55.7435,-97.8558,31.91,77,8,4.97,clear sky
175,Victoria,HK,22.2855,114.1577,86.97,77,0,5.99,clear sky
176,Weligama,LK,5.9667,80.4167,78.85,85,21,1.66,few clouds
177,Kabelvag,NO,68.2114,14.4817,30.52,56,100,9.35,overcast clouds
178,Umm Kaddadah,SD,13.6017,26.6876,81.12,29,100,5.48,overcast clouds
179,Saint-Joseph,RE,-21.3667,55.6167,71.98,81,26,3.11,light rain
180,Diamantino,BR,-14.4086,-56.4461,77.07,60,8,3.83,clear sky
181,Sao Joao Da Barra,BR,-21.6403,-41.0511,75.49,88,5,8.75,clear sky
182,Acarau,BR,-2.8856,-40.12,77.23,86,100,11.03,overcast clouds
183,Talnakh,RU,69.4865,88.3972,16.21,95,99,8.86,overcast clouds
184,Kudahuvadhoo,MV,2.6708,72.8944,83.46,72,27,1.77,scattered clouds
185,Ambilobe,MG,-13.2,49.05,69.85,85,84,3.44,broken clouds
186,Phalia,PK,32.4297,73.5775,80.8,20,0,3.74,clear sky
187,Boa Vista,BR,2.8197,-60.6733,78.78,89,75,3.44,light rain
188,Faya,SA,18.3851,42.4509,52.32,47,0,5.28,clear sky
189,Lamu,KE,-2.2717,40.902,82.62,82,24,10.2,light rain
190,Rajsamand,IN,25.0667,73.8833,74.71,33,0,12.91,clear sky
191,Matagami,CA,49.7502,-77.6328,19.51,79,100,10.36,overcast clouds
192,Joensuu,FI,62.6012,29.7632,27.09,68,0,5.75,clear sky
193,Goderich,CA,43.7501,-81.7165,35.91,93,100,11.5,light snow
194,Inhambane,MZ,-23.865,35.3833,69.84,70,0,10.92,clear sky
195,Zaraza,VE,9.3503,-65.3245,79.03,76,100,9.08,overcast clouds
196,Matara,LK,5.9485,80.5353,78.67,86,29,1.66,scattered clouds
197,Crateus,BR,-5.1783,-40.6775,75.87,66,80,3.06,broken clouds
198,Zlobin,HR,45.2924,14.6541,48.16,91,40,6.91,scattered clouds
199,San Cristobal,VE,7.7669,-72.225,73.58,96,100,1.57,overcast clouds
200,Vestmannaeyjar,IS,63.4427,-20.2734,46.17,79,100,4.18,overcast clouds
201,Lixourion,GR,38.2019,20.4314,59.54,75,1,7.16,clear sky
202,Souillac,MU,-20.5167,57.5167,73.78,88,20,9.22,few clouds
203,Brigantine,US,39.4101,-74.3646,62.8,86,100,0.0,light rain
204,Anori,BR,-3.7728,-61.6442,77.38,87,100,2.26,overcast clouds
205,Tazmalt,DZ,36.3868,4.3989,62.64,63,100,2.51,overcast clouds
206,Hearst,CA,49.6835,-83.6665,22.48,86,100,10.18,light snow
207,Nkhotakota,MW,-12.9274,34.2961,71.38,85,83,9.6,light rain
208,Siavonga,ZM,-16.5382,28.7088,72.25,82,81,7.31,light rain
209,Black River,JM,18.0264,-77.8487,76.71,80,71,1.43,broken clouds
210,Taltal,CL,-25.4,-70.4833,63.18,81,100,5.48,overcast clouds
211,Wattegama,LK,6.7989,81.4808,76.39,91,36,1.19,scattered clouds
212,Mar Del Plata,AR,-38.0023,-57.5575,64.42,100,100,13.0,thunderstorm with light rain
213,Pisco,PE,-13.7,-76.2167,67.01,88,0,14.97,clear sky
214,Ellisras,ZA,-23.6649,27.7443,60.73,93,0,6.26,clear sky
215,Minturno,IT,41.2576,13.7237,54.61,91,0,4.74,clear sky
216,Walvis Bay,NA,-22.9575,14.5053,60.1,59,1,5.88,clear sky
217,Fortaleza,BR,-3.7227,-38.5247,82.53,83,75,8.05,broken clouds
218,Kruisfontein,ZA,-34.0033,24.7314,49.89,80,7,4.94,clear sky
219,Kilindoni,TZ,-7.9139,39.6668,79.59,82,62,9.91,light rain
220,Nefteyugansk,RU,61.0998,72.6035,38.12,90,100,19.3,overcast clouds
221,Codrington,AU,-38.2667,141.9667,64.2,66,100,8.23,overcast clouds
222,Warri,NG,5.5167,5.75,76.26,94,100,2.46,moderate rain
223,Mumford,GH,5.2618,-0.759,80.11,87,100,8.48,light rain
224,Grand Gaube,MU,-20.0064,57.6608,73.8,80,12,5.01,few clouds
225,Codajas,BR,-3.8367,-62.0569,76.55,89,88,2.04,overcast clouds
226,Chokwe,MZ,-24.5333,32.9833,64.4,84,13,9.82,few clouds
227,Umba,RU,66.6871,34.3429,16.75,75,2,8.16,clear sky
228,Chimbote,PE,-9.0853,-78.5783,65.55,93,75,6.4,broken clouds
229,Vryburg,ZA,-26.9566,24.7284,47.97,44,0,5.35,clear sky
230,Haverfordwest,GB,51.8017,-4.9691,46.26,77,99,1.99,overcast clouds
231,Sorland,NO,67.667,12.6934,32.63,54,100,17.11,light snow
232,Hofn,IS,64.2539,-15.2082,43.12,78,23,10.58,few clouds
233,Berdsk,RU,54.7551,83.0967,38.8,66,0,3.44,clear sky
234,Antalaha,MG,-14.9003,50.2788,71.83,85,100,5.68,overcast clouds
235,Kamina,CD,-8.7386,24.9906,63.79,96,100,6.51,light rain
236,Qasigiannguit,GL,68.8193,-51.1922,37.65,77,100,12.68,overcast clouds
237,Marsa Matruh,EG,31.3525,27.2453,62.83,67,0,2.35,clear sky
238,Littlehampton,GB,50.8069,-0.5378,45.01,82,15,11.39,few clouds
239,Penicuik,GB,55.8317,-3.2242,39.79,88,39,2.86,scattered clouds
240,Dover,US,39.1582,-75.5244,59.02,91,100,4.61,overcast clouds
241,Atlantis,ZA,-33.5667,18.4834,57.99,82,0,7.52,clear sky
242,Sinfra,CI,6.6167,-5.9167,74.25,93,100,5.21,overcast clouds
243,Dullewala,PK,31.8359,71.4362,81.3,23,6,2.93,clear sky
244,Comodoro Rivadavia,AR,-45.8667,-67.5,44.46,57,0,9.22,clear sky
245,Brownsburg,US,39.8434,-86.3978,49.82,52,0,8.05,clear sky
246,Fosforitnyy,RU,55.3261,38.9,46.65,83,100,5.08,overcast clouds
247,Malatya,TR,38.5,38.0,48.25,58,0,2.3,clear sky
248,Beloha,MG,-25.1667,45.05,72.27,90,100,12.93,overcast clouds
249,Llata,PE,-9.4167,-76.7833,50.47,93,97,1.99,overcast clouds
250,Vardo,NO,70.3705,31.1107,21.58,70,98,31.07,light snow
251,Necochea,AR,-38.5473,-58.7368,63.41,99,100,10.92,moderate rain
252,Oranjestad,AW,12.524,-70.027,82.35,74,20,14.97,few clouds
253,Itaqui,BR,-29.1253,-56.5531,78.28,80,100,14.85,overcast clouds
254,Rincon,US,32.296,-81.2354,71.56,83,40,8.05,scattered clouds
255,Liverpool,GB,53.4106,-2.9779,46.09,75,100,10.36,overcast clouds
256,Lavumisa,SZ,-27.31,31.892,57.7,81,48,3.78,scattered clouds
257,Brignais,FR,45.6736,4.7548,46.8,86,0,4.61,clear sky
258,Ust-Shonosha,RU,61.1531,41.343,36.3,88,99,5.59,overcast clouds
259,Pizarro,CO,4.9533,-77.366,79.14,84,100,4.21,light rain
260,Huarmey,PE,-10.0681,-78.1522,68.02,86,100,9.71,overcast clouds
261,Dunmore East,IE,52.1514,-6.9861,46.69,88,14,9.4,few clouds
262,Imbituba,BR,-28.24,-48.6703,74.86,94,11,12.17,few clouds
263,Oranjemund,NA,-28.55,16.4333,60.19,47,0,6.69,clear sky
264,Cerquilho,BR,-23.165,-47.7436,68.41,74,15,2.28,few clouds
265,Nalut,LY,30.3333,10.85,66.83,38,4,22.39,clear sky
266,Rocha,UY,-34.4833,-54.3333,70.21,80,100,16.87,overcast clouds
267,Trairi,BR,-3.2778,-39.2689,74.86,92,100,7.34,overcast clouds
268,Mafinga,TZ,-7.25,35.0667,67.62,73,100,3.71,overcast clouds
269,Vila Velha,BR,-20.3297,-40.2925,73.94,93,20,3.44,few clouds
270,Kaspiyskiy,RU,45.3929,47.3707,59.99,65,100,12.12,overcast clouds
271,Bonavista,CA,48.6499,-53.1147,34.09,93,87,4.52,overcast clouds
272,Andenes,NO,69.3143,16.1194,26.58,86,100,20.71,light snow
273,Nadym,RU,65.5333,72.5167,33.35,96,100,23.33,snow
274,Santa Rosa,PH,14.3122,121.1114,90.1,76,52,12.28,broken clouds
275,Veraval,IN,20.9,70.3667,79.36,79,0,11.79,clear sky
276,Mao,ES,39.8885,4.2658,54.16,94,0,4.61,clear sky
277,Klaksvik,FO,62.2266,-6.589,34.72,68,75,6.17,broken clouds
278,Teguldet,RU,57.3064,88.1667,37.51,84,98,2.68,overcast clouds
